"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
-1,-0.5,-0.2,0.25,0.7,-2.30258509299405,-1.27350047475837,-0.385264528650289,-0.077874682719442,0.103761906891807,0.578145144725962,-2.03052754351182,0.060555641894259,0.0597213108254608,0.0582413660806176,0.0851246527119244,0.0856825895495145,0.0623417391286129,0.503499724190841,0.0758205799213971,0.0661806153275108,0.179518368291731,0.115578570471467,0.567898073719733
-1,-0.5,-0.2,0.25,0.7,-2.30258509299405,-0.67888109516838,-0.574442383556937,-0.151919355674029,0.105569767748943,0.70237248707988,-2.47841107144105,0.0641344846258833,0.0641550492421729,0.0607219732168504,0.0868544893399616,0.0828214399017374,0.0640152061666482,0.798020274788224,0.0817488452324979,0.0696394927687679,0.19462518801098,0.115208806226904,0.87041068481125
-1,-0.5,-0.2,0.25,0.7,-2.30258509299405,-1.10777021388711,-0.480281096190594,-0.141095917780872,0.0826522839359599,0.561186268887069,-2.10622526866305,0.0613717981360945,0.0601708088338903,0.0610861637834941,0.0850327663199079,0.0846522836192283,0.0633668720970079,0.561435535836772,0.077157026702686,0.0687033859226986,0.183545868427174,0.114441225882589,0.632311825067874
-1,-0.5,-0.2,0.25,0.7,-2.30258509299405,-0.247803184684613,-0.446023965657913,-0.198518458155853,0.0963331452550173,0.680217744499479,-2.88861817391349,0.0646980518802749,0.0656733484547571,0.060879034350981,0.0850289574729845,0.0805297496665835,0.0641353629631582,1.04965641745895,0.0850368143743207,0.069655008828711,0.175621497586803,0.109493440943616,1.11120957957299
-1,-0.5,-0.2,0.25,0.7,-2.30258509299405,-1.23896011492381,-0.544920750688958,-0.238574615971922,0.159045564229325,0.64626605379575,-1.99462156333972,0.0607023728335005,0.0640479648374421,0.0572561512016021,0.0873971883302075,0.0823696938066239,0.0615977256168815,0.502309226445467,0.0788976591641823,0.0646348748227872,0.189983633606578,0.112075106498228,0.569434293568401
-1,-0.5,-0.2,0.25,0.7,-2.30258509299405,-0.312497509028127,-0.487168606545024,-0.142405723163023,0.620576030482976,0.929312846574589,-3.09607241592055,0.060950844729448,0.0619764614190744,0.058671463273487,0.111607351521188,0.101330468331237,0.0589054771729246,1.0468195996238,0.0765432123040057,0.0607471141133499,0.23155403702267,0.15636574568801,1.09460589064635
-1,-0.5,-0.2,0.25,0.7,-2.30258509299405,-0.750399178338342,-0.509073169112525,-0.222787916940116,0.412236236212264,0.699448400360715,-2.64115062654024,0.0603687362330494,0.0612190385808974,0.0583892544346717,0.0968481874075555,0.090463114726546,0.0602132730875166,0.807844033158869,0.0757121482409852,0.0673052185787584,0.204908183301862,0.130534599317598,0.860638768348354
-1,-0.5,-0.2,0.25,0.7,-2.30258509299405,-0.830729750780019,-0.473800090781702,-0.195194489751332,0.318286115867037,0.778246081936087,-2.51772219895436,0.0615836134137931,0.0627685994388733,0.0597140441998366,0.0962496264455877,0.0900585158212255,0.060952179343995,0.765403591656653,0.0765136569582981,0.0643661130849333,0.206126790159765,0.126319961698421,0.827632948331228
-1,-0.5,-0.2,0.25,0.7,-2.30258509299405,-1.05720439667172,-0.592176575168976,-0.168341538354711,0.314435534843551,0.779897053665845,-2.16776356804166,0.0608009221473806,0.0635496647677203,0.0561514462026496,0.0935771637221646,0.0874462373060021,0.0602343314114939,0.561565495792585,0.0796896113076851,0.0641073292896377,0.204427122088062,0.129588069617629,0.619918552103355
-1,-0.5,-0.2,0.25,0.7,-2.30258509299405,-1.19695532670917,-0.376122579383108,-0.178237781997064,0.151705928372384,0.697513003342987,-2.01657610045251,0.0608769828844216,0.0626789635003652,0.0559367755806401,0.0880415171792441,0.0846772651207405,0.0613208751743676,0.479061667434362,0.0753639047056053,0.0629040623962484,0.174922031810128,0.111466213964858,0.537870738893229
-1,-0.5,-0.2,0.25,0.7,-2.30258509299405,-0.386216339792932,-0.428522572222435,-0.228941055468429,0.262463198259753,0.711054833870531,-2.89437882593793,0.0630705979141826,0.063232463995036,0.0606191277408385,0.0913255472616315,0.0872836771511344,0.0622758598268716,1.01459525703223,0.0824240329939015,0.0696145473818432,0.195959076109822,0.123287074537254,1.07478418797329
-1,-0.5,-0.2,0.25,0.7,-2.30258509299405,-0.34279733626741,-0.484866602194091,-0.273376545334822,0.492526413674248,0.74619543678621,-3.0571830409157,0.0607933695537152,0.0616562134426627,0.0581789402324461,0.100339782735496,0.0944821712051218,0.059690019298286,1.02781758303746,0.0784517395045338,0.0631656284564738,0.207410704459282,0.142678406909973,1.07739403330354
-1,-0.5,-0.2,0.25,0.7,-2.30258509299405,-0.842338313218494,-0.552991487216327,-0.162995954159986,0.327238372045018,0.606438784734997,-2.38081092846406,0.0601373914479032,0.0595304545515389,0.058342647005093,0.0934443349056503,0.0901751426956681,0.0611061233217725,0.697929838916727,0.0734822926195223,0.0664121003256997,0.215853430341602,0.125536872518594,0.769017407780423
-1,-0.5,-0.2,0.25,0.7,-2.30258509299405,-0.465646558934737,-0.349052108478766,-0.202962896339707,0.337272319697884,0.810255766424365,-2.91552518492797,0.0627837758482719,0.0628185262474727,0.0601872526749054,0.0950212055632835,0.0897906147396473,0.0613400806829351,0.995452590964234,0.0788911242474234,0.0642324244173802,0.192213457974412,0.122512391777397,1.04752153525183
-1,-0.5,-0.2,0.25,0.7,-2.30258509299405,-1.11555878181703,-0.558756235936562,-0.215265789097214,0.462969975816115,0.795927450424706,-2.23596407444775,0.057931035250862,0.0578459331122399,0.0546069692944466,0.102658576687018,0.0975384414558548,0.0583222338722019,0.5617313803716,0.0724026850290264,0.0602755097552393,0.214728201422328,0.141276289395166,0.61820337073936
-1,-0.5,-0.2,0.25,0.7,-2.30258509299405,-1.12772772861204,-0.491283327823868,-0.163498896390526,0.353168030544079,0.675109869360461,-2.15868750794362,0.0586281484985324,0.0601470439161739,0.0571393089087179,0.0968946453518552,0.0919611761406214,0.05947681518575,0.547602526096182,0.0742446307742726,0.0637596709984846,0.211683520848566,0.142895367839639,0.606578845223207
-1,-0.5,-0.2,0.25,0.7,-2.30258509299405,-1.20554206314559,-0.544591197502426,-0.272775454782527,-0.0208924298899622,0.582500195886154,-1.9311354603919,0.0616888236761309,0.0616282418059566,0.0587147267908728,0.0821828794731481,0.0795713369474949,0.064193492378004,0.497772003816153,0.0775925490372903,0.0696321534719972,0.184350686364298,0.100088891000386,0.573883292215246
-1,-0.5,-0.2,0.25,0.7,-2.30258509299405,0.00895733470423233,-0.554201323330021,-0.186142876675722,0.675666981146283,1.08087928845837,-3.39322041257836,0.0618725630294758,0.0649819522370009,0.0579633408337156,0.11538532370692,0.103500399932175,0.0581333190162108,1.15776003783865,0.0804271942294518,0.0599133159569296,0.204665535969533,0.156310046063183,1.19106915282857
-1,-0.5,-0.2,0.25,0.7,-2.30258509299405,0.733235340016508,-0.505960979782849,-0.337209384841061,0.375454657784304,0.762830827597816,-4.02587345605884,0.0633946956262622,0.0630327343726389,0.0581478692692801,0.0963810846465382,0.09264619553641,0.0616782695600301,1.40870720220815,0.0786498018565131,0.066348834402907,0.142985332916999,0.126422802070447,1.42800714797962
-1,-0.5,-0.2,0.25,0.7,-2.30258509299405,-0.367033353871007,-0.431509781168932,-0.20618921876513,0.413810255444676,0.695427236494259,-2.92881401191479,0.0608079691135663,0.0615829791950594,0.0593578896540199,0.0975854287805685,0.0939577728971164,0.060468894490877,0.973390961684679,0.0793266479505245,0.0656404611751146,0.198702934327952,0.136517665795729,1.02507909472823
-1,-0.5,-0.2,0.25,0.7,-2.30258509299405,-0.850641377983555,-0.524642686952235,-0.133674465083185,0.279636123200196,0.733046726834486,-2.53790236155361,0.0617422833695951,0.0618971986456183,0.0561542610852115,0.0941922813262594,0.0920413202403843,0.0615844151532048,0.73935475747904,0.0770375669627833,0.0655103891596562,0.192611450357748,0.134168050047256,0.795151908502595
-1,-0.5,-0.2,0.25,0.7,-2.30258509299405,0.406478086714915,-0.50727226126018,-0.30699993950472,0.608700157661685,0.829386581354544,-3.87609950377008,0.060768271254793,0.0612687789469195,0.0571891449158433,0.108805051185987,0.105418407166393,0.0591745969473142,1.37750391606334,0.078860865235905,0.0654058071039348,0.206353335219682,0.167781990796245,1.4078311246512
-1,-0.5,-0.2,0.25,0.7,-2.30258509299405,-0.870534992588693,-0.522982182316554,-0.17918785605223,0.413992373026567,0.650601192458976,-2.38980738622034,0.0589298214980792,0.0606930333006154,0.056681037695781,0.0962993170160481,0.0929032702617517,0.0594219620415875,0.687620772904249,0.0768010936665591,0.065030779538765,0.2147630338167,0.133920475924728,0.752327609023135
-1,-0.5,-0.2,0.25,0.7,-2.30258509299405,-0.79457914785313,-0.588331956385439,-0.136262125239388,0.229205242711618,0.739459291917819,-2.47753416151639,0.0620438898036849,0.0620390692560684,0.0599761950729912,0.0917655464904426,0.0878276900339534,0.0619530960049274,0.770648569004463,0.079056750418519,0.0661276038331338,0.209975075681619,0.128629029859887,0.841071282281494
-1,-0.5,-0.2,0.25,0.7,-2.30258509299405,-1.2351584401677,-0.466914835878593,-0.23741471457027,0.278180760844144,0.768765302981853,-2.16774080060407,0.0595928787003411,0.0579106490680479,0.0573409128564449,0.0940807353267052,0.0909904730020694,0.0604717415928822,0.567444948022822,0.07153609480801,0.0623331460922551,0.212213422578412,0.130052226404567,0.635963819930646
-1,-0.5,-0.2,0.25,0.7,-2.30258509299405,-0.67677829794831,-0.429924343638972,-0.227626286414615,0.11304698587577,0.652281735418043,-2.60578688745572,0.0639411697030952,0.0643006819299695,0.0611932497717719,0.0870440592311316,0.0841464566873803,0.0639113953015995,0.862099796426284,0.080470326866356,0.0713193805368462,0.193465369119262,0.117632973082125,0.928702224458829
-1,-0.5,-0.2,0.25,0.7,-2.30258509299405,-0.0642847601379246,-0.462965964216423,-0.316959821208597,0.175786596815561,0.572611724944288,-3.19185175060707,0.0639509772669676,0.0636778376724094,0.0645618351958118,0.0868381525500694,0.083248951789924,0.0638031345108174,1.15261071401061,0.0835721352414013,0.069651510932706,0.159079183695643,0.107107111375161,1.20052828162191
-1,-0.5,-0.2,0.25,0.7,-2.30258509299405,-1.04712318076712,-0.490170789392447,-0.266343284330459,0.233793350550235,0.658242516876203,-2.11993514633652,0.0603185387734774,0.0596923509591512,0.0578443604324592,0.0906412945080959,0.0886056525177833,0.0614593206065462,0.563851237103152,0.0745249598383994,0.067100501476128,0.199969066253998,0.119981626045068,0.631741214093248
-1,-0.5,-0.2,0.25,0.7,-2.30258509299405,-0.963018651641563,-0.392875846136913,-0.128971943318066,0.150263408156285,0.613198956823725,-2.43179800793191,0.0623415898348369,0.0631982367706024,0.059574348831329,0.0873848616998417,0.0868515483107595,0.0630582823095912,0.77525471531051,0.0837594124296977,0.0684821207172243,0.214287776813235,0.136447055459059,0.849606694505751
-1,-0.5,-0.2,0.25,0.7,-2.30258509299405,-0.63148244525632,-0.548614165599705,-0.155913360627853,0.151929319940911,0.726019405681763,-2.60576733222387,0.0634347473649575,0.062570551994898,0.0605532513493858,0.0879831724409688,0.0854100104836105,0.0628902521912417,0.856364990448992,0.0802896003403135,0.0677194364671284,0.198440820920343,0.124560629652908,0.924564414686662
-1,-0.5,-0.2,0.25,0.7,-2.30258509299405,-1.01399754995915,-0.535457997390894,-0.223648433263798,0.284772202232788,0.755283219729009,-2.18578209093225,0.0603282857061656,0.0618242546383737,0.0570456262542378,0.0953084288298405,0.0889527107779783,0.0604490315351139,0.605806861385022,0.0744117155409319,0.0656854714998204,0.226042463133785,0.136372639873546,0.675138807007275
-1,-0.5,-0.2,0.25,0.7,-2.30258509299405,-0.402542168607446,-0.470518524474553,-0.140430729115219,0.222417061430241,0.535809329974798,-2.87367707145325,0.061902597635887,0.0631848756559126,0.06169617925629,0.0881287306139302,0.0845400848658799,0.06253084804973,0.95595524084935,0.0835975928024805,0.0682109543437669,0.172313810515819,0.116613619131156,1.0081149301112
-1,-0.5,-0.2,0.25,0.7,-2.30258509299405,-0.213628519271606,-0.388189426068395,-0.180218817325856,0.502712348027574,0.75377966370512,-3.16834364634441,0.0607491667298493,0.0623995975844179,0.0588196951837889,0.10233799825311,0.0959649899250004,0.0598040674546341,1.12864326328761,0.0777716487928932,0.0650732143456823,0.210635443082452,0.142185566915043,1.1769310081069
